"","rdb_id","lonWGS84","latWGS84","altitude_m","date","precip_mm","precip_type"
"64",3,17.21002,45.59137,161,"6/11/2009",7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"65",3,17.21002,45.59137,161,"5/11/2010",0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"66",3,17.21002,45.59137,161,"8/24/2008",10,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"67",3,17.21002,45.59137,161,"9/16/2009",0,NA
"68",3,17.21002,45.59137,161,"9/5/2008",0,NA
"69",3,17.21002,45.59137,161,"11/25/2008",8.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"70",3,17.21002,45.59137,161,"5/2/2008",6.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"71",3,17.21002,45.59137,161,"3/2/2008",11,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"72",3,17.21002,45.59137,161,"8/16/2010",0,NA
"73",3,17.21002,45.59137,161,"3/18/2008",11,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"74",3,17.21002,45.59137,161,"6/29/2010",0,NA
"75",4,18.08504,42.64475,52,"7/7/2009",0,NA
"76",4,18.08504,42.64475,52,"5/15/2009",0,NA
"77",4,18.08504,42.64475,52,"10/5/2008",9.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"78",4,18.08504,42.64475,52,"11/1/2010",0,NA
"79",4,18.08504,42.64475,52,"12/30/2008",0,NA
"80",4,18.08504,42.64475,52,"1/27/2008",0,NA
"81",4,18.08504,42.64475,52,"11/12/2009",0,NA
"82",4,18.08504,42.64475,52,"2/16/2010",0.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"83",4,18.08504,42.64475,52,"8/21/2009",0,NA
"84",4,18.08504,42.64475,52,"2/21/2008",0,NA
"85",4,18.08504,42.64475,52,"7/14/2010",0,NA
"86",4,18.08504,42.64475,52,"12/22/2009",7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"87",4,18.08504,42.64475,52,"12/3/2010",0,NA
"88",4,18.08504,42.64475,52,"3/16/2010",0,NA
"89",4,18.08504,42.64475,52,"9/21/2010",0,NA
"90",4,18.08504,42.64475,52,"11/29/2010",4.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"91",4,18.08504,42.64475,52,"2/7/2010",36.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"92",4,18.08504,42.64475,52,"7/31/2010",0,NA
"93",5,18.27003,42.56275,164,"2/16/2010",2.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"94",5,18.27003,42.56275,164,"6/6/2008",0.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"95",5,18.27003,42.56275,164,"5/11/2009",0,NA
"96",5,18.27003,42.56275,164,"4/27/2009",0,NA
"97",5,18.27003,42.56275,164,"12/22/2010",7.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"98",5,18.27003,42.56275,164,"11/14/2008",7.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"99",5,18.27003,42.56275,164,"11/26/2008",72.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"100",5,18.27003,42.56275,164,"7/24/2010",0,NA
"101",5,18.27003,42.56275,164,"2/5/2010",0,NA
"102",5,18.27003,42.56275,164,"7/28/2008",0,"precipitation amount = 0.0 (traces)"
"103",5,18.27003,42.56275,164,"9/10/2009",0,NA
"104",5,18.27003,42.56275,164,"7/20/2010",0,NA
"105",5,18.27003,42.56275,164,"2/20/2008",0,NA
"106",5,18.27003,42.56275,164,"10/13/2010",0,NA
"107",5,18.27003,42.56275,164,"12/13/2010",15,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"108",5,18.27003,42.56275,164,"4/17/2008",0,NA
"109",5,18.27003,42.56275,164,"3/29/2010",0,NA
"110",5,18.27003,42.56275,164,"7/7/2008",0,NA
"111",5,18.27003,42.56275,164,"11/11/2010",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"112",5,18.27003,42.56275,164,"8/27/2009",0,NA
"113",5,18.27003,42.56275,164,"12/31/2009",2.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"114",5,18.27003,42.56275,164,"6/16/2008",0,NA
"115",5,18.27003,42.56275,164,"2/17/2008",0,NA
"116",5,18.27003,42.56275,164,"12/9/2008",0,NA
"117",5,18.27003,42.56275,164,"9/25/2008",0,NA
"118",5,18.27003,42.56275,164,"6/21/2008",0,NA
"119",5,18.27003,42.56275,164,"8/18/2009",0,NA
"120",6,17.27836,45.22358,135,"6/15/2010",0,NA
"121",6,17.27836,45.22358,135,"11/15/2008",0.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"122",6,17.27836,45.22358,135,"3/2/2008",9.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"123",6,17.27836,45.22358,135,"1/24/2008",0,NA
"124",6,17.27836,45.22358,135,"4/19/2010",16.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"125",6,17.27836,45.22358,135,"1/16/2010",0,NA
"126",6,17.27836,45.22358,135,"5/16/2010",22.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"127",6,17.27836,45.22358,135,"4/27/2009",0,NA
"128",6,17.27836,45.22358,135,"8/22/2008",0,NA
"129",6,17.27836,45.22358,135,"9/29/2010",1.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"130",6,17.27836,45.22358,135,"7/28/2009",0,NA
"131",6,17.27836,45.22358,135,"8/31/2010",19.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"132",6,17.27836,45.22358,135,"7/27/2009",0,NA
"133",6,17.27836,45.22358,135,"3/2/2010",7.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"134",6,17.27836,45.22358,135,"4/8/2010",0,NA
"135",6,17.27836,45.22358,135,"10/30/2009",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"136",6,17.27836,45.22358,135,"8/11/2008",0,NA
"137",6,17.27836,45.22358,135,"3/1/2009",0,NA
"138",6,17.27836,45.22358,135,"1/7/2008",3.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"139",6,17.27836,45.22358,135,"5/25/2008",0,NA
"140",6,17.27836,45.22358,135,"7/23/2009",0,NA
"141",6,17.27836,45.22358,135,"5/20/2010",0.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"142",6,17.27836,45.22358,135,"7/20/2008",0,NA
"143",6,17.27836,45.22358,135,"6/15/2008",2.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"144",6,17.27836,45.22358,135,"2/5/2009",1.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"145",6,17.27836,45.22358,135,"10/26/2008",0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"146",6,17.27836,45.22358,135,"6/2/2009",4.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"147",6,17.27836,45.22358,135,"2/3/2010",0,NA
"148",6,17.27836,45.22358,135,"8/16/2010",0,NA
"149",7,15.37303,44.55052,564,"12/27/2009",11.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"150",7,15.37303,44.55052,564,"10/8/2008",0,NA
"151",7,15.37303,44.55052,564,"2/7/2009",2.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"152",7,15.37303,44.55052,564,"9/2/2009",0,NA
"153",7,15.37303,44.55052,564,"3/16/2008",0,NA
"154",7,15.37303,44.55052,564,"8/6/2008",0,NA
"155",7,15.37303,44.55052,564,"4/10/2008",3.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"156",7,15.37303,44.55052,564,"3/28/2009",0,NA
"157",7,15.37303,44.55052,564,"9/21/2008",0,NA
"158",7,15.37303,44.55052,564,"1/23/2010",0,NA
"159",7,15.37303,44.55052,564,"12/3/2008",8.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"160",7,15.37303,44.55052,564,"9/1/2008",0,NA
"161",7,15.37303,44.55052,564,"6/17/2010",0,NA
"162",7,15.37303,44.55052,564,"12/9/2009",20.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"163",7,15.37303,44.55052,564,"6/29/2009",1.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"164",7,15.37303,44.55052,564,"12/5/2010",0.1,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
"165",7,15.37303,44.55052,564,"10/30/2009",0,NA
"166",7,15.37303,44.55052,564,"9/10/2010",3.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"167",7,15.37303,44.55052,564,"11/26/2009",0,NA
"168",7,15.37303,44.55052,564,"1/28/2008",0,NA
"169",7,15.37303,44.55052,564,"12/17/2008",39.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"170",7,15.37303,44.55052,564,"11/17/2009",0,NA
"171",7,15.37303,44.55052,564,"7/18/2010",0,NA
"172",7,15.37303,44.55052,564,"4/11/2010",11.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"173",7,15.37303,44.55052,564,"9/3/2008",0,NA
"174",7,15.37303,44.55052,564,"2/10/2009",0,NA
"175",7,15.37303,44.55052,564,"10/4/2010",0,NA
"176",7,15.37303,44.55052,564,"7/11/2009",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"177",7,15.37303,44.55052,564,"7/6/2009",0,NA
"178",8,18.70356,45.15918,97,"8/20/2010",0,NA
"179",8,18.70356,45.15918,97,"10/14/2008",0,NA
"180",8,18.70356,45.15918,97,"12/26/2008",1.9,"liquid, solid and mixed - diferent times during the day ( 1, 2 and 3 )"
"181",8,18.70356,45.15918,97,"6/24/2008",0,NA
"182",8,18.70356,45.15918,97,"2/16/2010",0,NA
"183",8,18.70356,45.15918,97,"6/30/2010",0,NA
"184",8,18.70356,45.15918,97,"6/12/2010",0,NA
"185",8,18.70356,45.15918,97,"3/26/2010",0,NA
"186",8,18.70356,45.15918,97,"9/8/2008",4.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"187",8,18.70356,45.15918,97,"5/4/2009",0,NA
"188",8,18.70356,45.15918,97,"6/21/2010",4.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"189",8,18.70356,45.15918,97,"11/26/2008",11.9,"liquid and mixed - diferent times during the day( 2 and 3 )"
"190",8,18.70356,45.15918,97,"4/13/2009",0,NA
"191",8,18.70356,45.15918,97,"11/25/2008",9.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"192",8,18.70356,45.15918,97,"3/21/2009",0,NA
"193",9,16.43698,43.17116,20,"2/17/2008",0,NA
"194",9,16.43698,43.17116,20,"1/20/2008",0,NA
"195",9,16.43698,43.17116,20,"10/1/2008",0,NA
"196",9,16.43698,43.17116,20,"8/22/2009",0,NA
"197",9,16.43698,43.17116,20,"10/27/2010",17.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"198",9,16.43698,43.17116,20,"3/26/2009",0,NA
"199",9,16.43698,43.17116,20,"10/23/2008",0,NA
"200",9,16.43698,43.17116,20,"5/26/2008",0,NA
"201",9,16.43698,43.17116,20,"10/21/2010",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"202",9,16.43698,43.17116,20,"11/16/2009",0,NA
"203",9,16.43698,43.17116,20,"1/19/2009",0,NA
"204",9,16.43698,43.17116,20,"4/8/2008",0,NA
"205",9,16.43698,43.17116,20,"10/27/2009",0,NA
"206",9,16.43698,43.17116,20,"8/29/2010",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"207",9,16.43698,43.17116,20,"8/9/2010",0,NA
"208",9,16.43698,43.17116,20,"7/9/2008",0,NA
"209",9,16.43698,43.17116,20,"8/18/2010",0,NA
"210",9,16.43698,43.17116,20,"4/5/2008",0,NA
"211",9,16.43698,43.17116,20,"5/11/2008",0,NA
"212",9,16.43698,43.17116,20,"7/8/2009",0,NA
"213",9,16.43698,43.17116,20,"5/4/2009",0,NA
"214",9,16.43698,43.17116,20,"5/20/2010",0,NA
"215",9,16.43698,43.17116,20,"2/9/2009",1.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"216",9,16.43698,43.17116,20,"3/9/2009",0,NA
"217",9,16.43698,43.17116,20,"2/6/2010",17.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"218",9,16.43698,43.17116,20,"1/31/2008",0,NA
"219",9,16.43698,43.17116,20,"1/26/2010",3.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"220",9,16.43698,43.17116,20,"2/24/2010",3.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"221",10,15.56495,45.49365,110,"12/24/2009",0.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"222",10,15.56495,45.49365,110,"1/19/2010",0.5,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
"223",10,15.56495,45.49365,110,"7/31/2008",0,NA
"224",10,15.56495,45.49365,110,"3/1/2009",0,NA
"225",10,15.56495,45.49365,110,"6/24/2009",1.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"226",10,15.56495,45.49365,110,"5/5/2009",0.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"227",10,15.56495,45.49365,110,"11/20/2010",0.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"228",10,15.56495,45.49365,110,"9/20/2009",0,NA
"229",10,15.56495,45.49365,110,"2/18/2008",0,NA
"230",10,15.56495,45.49365,110,"10/2/2010",0,NA
"231",10,15.56495,45.49365,110,"9/1/2010",0,NA
"232",10,15.56495,45.49365,110,"10/28/2008",0,NA
"233",10,15.56495,45.49365,110,"6/5/2010",3.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"234",10,15.56495,45.49365,110,"7/14/2009",0,NA
"235",10,15.56495,45.49365,110,"5/26/2010",0,NA
"236",10,15.56495,45.49365,110,"3/7/2008",3.3,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
"237",10,15.56495,45.49365,110,"11/29/2008",5.2,"liquid, solid and mixed - diferent times during the day ( 1, 2 and 3 )"
"238",10,15.56495,45.49365,110,"8/19/2010",0,NA
"239",10,15.56495,45.49365,110,"10/27/2009",0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"240",10,15.56495,45.49365,110,"7/1/2010",0,NA
"241",10,15.56495,45.49365,110,"3/27/2009",2.3,"liquid and mixed - diferent times during the day( 2 and 3 )"
"242",10,15.56495,45.49365,110,"12/19/2009",2.3,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
"243",10,15.56495,45.49365,110,"5/9/2010",3.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"244",10,15.56495,45.49365,110,"9/2/2009",0,NA
"245",10,15.56495,45.49365,110,"7/29/2008",0,NA
"246",10,15.56495,45.49365,110,"12/27/2008",0,"precipitation amount = 0.0 (traces)"
"247",11,16.20699,44.0408,255,"6/24/2010",0,"precipitation amount = 0.0 (traces)"
"248",11,16.20699,44.0408,255,"2/8/2008",0,NA
"249",11,16.20699,44.0408,255,"2/22/2010",0,NA
"250",11,16.20699,44.0408,255,"12/11/2009",0,NA
"251",11,16.20699,44.0408,255,"10/16/2009",0,NA
"252",11,16.20699,44.0408,255,"7/2/2008",0,NA
"253",11,16.20699,44.0408,255,"1/29/2010",0,NA
"254",11,16.20699,44.0408,255,"10/21/2010",1.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"255",11,16.20699,44.0408,255,"9/25/2008",0,NA
"256",11,16.20699,44.0408,255,"7/4/2008",0,NA
"257",11,16.20699,44.0408,255,"7/24/2010",0,NA
"258",11,16.20699,44.0408,255,"1/6/2008",2.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"259",11,16.20699,44.0408,255,"11/30/2008",3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"260",11,16.20699,44.0408,255,"5/14/2009",0,NA
"261",11,16.20699,44.0408,255,"3/26/2009",0,NA
"262",11,16.20699,44.0408,255,"3/10/2008",0.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"263",11,16.20699,44.0408,255,"4/1/2009",8.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"264",11,16.20699,44.0408,255,"3/29/2008",3.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"265",11,16.20699,44.0408,255,"8/31/2009",0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"266",11,16.20699,44.0408,255,"3/20/2009",0,NA
"267",11,16.20699,44.0408,255,"9/19/2010",0.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"268",11,16.20699,44.0408,255,"8/3/2010",0,NA
"269",11,16.20699,44.0408,255,"4/25/2008",0,NA
"270",11,16.20699,44.0408,255,"7/6/2009",12.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"271",12,16.08527,43.04831,20,"12/17/2009",0,NA
"272",12,16.08527,43.04831,20,"3/20/2010",0,NA
"273",12,16.08527,43.04831,20,"3/27/2008",4.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"274",12,16.08527,43.04831,20,"12/18/2008",22.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"275",12,16.08527,43.04831,20,"10/29/2010",0,NA
"276",12,16.08527,43.04831,20,"3/3/2010",0,NA
"277",12,16.08527,43.04831,20,"5/5/2010",0,NA
"278",12,16.08527,43.04831,20,"7/21/2009",0,NA
"279",12,16.08527,43.04831,20,"5/29/2010",0,NA
"280",12,16.08527,43.04831,20,"7/3/2008",0,NA
"281",12,16.08527,43.04831,20,"9/1/2010",0,NA
"282",12,16.08527,43.04831,20,"10/7/2010",0,NA
"283",12,16.08527,43.04831,20,"3/28/2010",0,"precipitation amount = 0.0 (traces)"
"284",12,16.08527,43.04831,20,"3/14/2009",0,NA
"285",12,16.08527,43.04831,20,"3/17/2010",0,NA
"286",12,16.08527,43.04831,20,"6/8/2009",0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"287",12,16.08527,43.04831,20,"5/29/2009",0,NA
"288",12,16.08527,43.04831,20,"8/16/2010",0,"precipitation amount = 0.0 (traces)"
"289",12,16.08527,43.04831,20,"6/4/2009",0,NA
"290",12,16.08527,43.04831,20,"4/19/2009",1.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"291",12,16.08527,43.04831,20,"11/2/2008",0,NA
"292",12,16.08527,43.04831,20,"1/22/2008",0,NA
"293",12,16.08527,43.04831,20,"10/23/2008",0,NA
"294",12,16.08527,43.04831,20,"2/11/2009",0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"295",12,16.08527,43.04831,20,"6/25/2009",0,NA
"296",12,16.08527,43.04831,20,"12/29/2008",0,"precipitation amount = 0.0 (traces)"
"297",12,16.08527,43.04831,20,"2/3/2009",8.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"298",12,16.08527,43.04831,20,"9/7/2009",0,NA
"299",12,16.08527,43.04831,20,"7/30/2010",0,NA
"300",12,16.08527,43.04831,20,"5/2/2008",0,NA
"301",13,15.88837,46.13776,202,"11/20/2008",0,NA
"302",13,15.88837,46.13776,202,"7/19/2009",9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"303",13,15.88837,46.13776,202,"2/13/2009",0,NA
"304",13,15.88837,46.13776,202,"6/23/2010",0,"precipitation amount = 0.0 (traces)"
"305",13,15.88837,46.13776,202,"8/5/2010",0,NA
"306",13,15.88837,46.13776,202,"6/13/2010",0,NA
"307",13,15.88837,46.13776,202,"7/23/2009",0,NA
"308",13,15.88837,46.13776,202,"1/27/2009",4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"309",13,15.88837,46.13776,202,"11/28/2008",0,NA
"310",13,15.88837,46.13776,202,"2/18/2010",0,"precipitation amount = 0.0 (traces)"
"311",13,15.88837,46.13776,202,"8/4/2009",30.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
"312",13,15.88837,46.13776,202,"7/26/2010",0,"precipitation amount = 0.0 (traces)"
